index_;cust_id;activated_date;last_payment_date;balance;balance_frequency;purchases;oneoff_purchases;installments_purchases;cash_advance;purchases_frequency;oneoff_purchases_frequency;purchases_installments_frequency;cash_advance_frequency;cash_advance_trx;purchases_trx;credit_limit;payments;minimum_payments;prc_full_payment;tenure;fraud
1379;C11424;18/11/2019;14/10/2020;4098215967;1;0;0;0;1665296793;0;0;0;0.25;4;0;7500;92208551;1313849047;0;12;0
1380;C11425;18/11/2019;3/11/2020;1916470203;1;380;0;380;0;0.5;0;0.416667;0;0;6;8500;577247923;439337182;0;12;0
1381;C11426;18/11/2019;28/07/2020;21639571;1;191.7;0;191.7;0;0.666667;0;0.666667;0;0;16;7000;3692246322;100894512;0;12;0
1382;C11427;18/11/2019;18/08/2020;841398158;1;860.2;264.35;595.85;0;0.75;0.166667;0.666667;0;0;16;15500;1198790549;194362209;0;12;0
1383;C11428;18/11/2019;19/07/2020;3857747562;1;777.92;391.45;386.47;274019905;1;0.083333;1;0.083333;1;39;6500;584578102;1151418293;0;12;0
1384;C11429;18/11/2019;5/05/2020;1920231187;1;167.08;167.08;0;132902662;0.166667;0.166667;0;0.166667;2;2;2300;625532634;472309554;0;12;0
1385;C11430;18/11/2019;14/07/2020;304664917;1;2601.67;2508.57;93.1;0;0.666667;0.583333;0.083333;0;0;18;4000;2875007088;150184354;0.166667;12;0
1386;C11431;18/11/2019;14/08/2020;1753241;0.571429;0;0;0;39092983;0;0;0;0.142857;2;0;3000;704789521;46396619;1;7;0
1387;C11432;18/11/2019;9/08/2020;1599053;0.272727;188;188;0;149167024;0.083333;0.083333;0;0.083333;1;1;3000;356465959;19329034;0;12;0
1388;C11433;18/11/2019;7/07/2020;7422444145;1;148.29;148.29;0;9313095186;0.083333;0.083333;0;0.416667;17;2;9000;2299218749;2988430055;0;12;0
1389;C11434;18/11/2019;9/09/2020;19831397;0.909091;487.61;487.61;0;0;0.166667;0.166667;0;0;0;8;3000;901719;198000106;0;12;0
1390;C11435;19/11/2019;13/07/2020;2712176691;1;0;0;0;183581077;0;0;0;0.416667;12;0;3000;65976111;1053773309;0;12;0
1391;C11436;19/11/2019;3/08/2020;14434808;1;237.48;0;237.48;0;1;0;1;0;0;12;2500;216922698;16995303;1;12;0
1392;C11437;19/11/2019;5/10/2020;137624407;1;0;0;0;501208665;0;0;0;0.25;4;0;1500;685228947;339660618;0;12;0
1393;C11438;19/11/2019;7/10/2020;164684836;1;622.9;622.9;0;464882608;0.545455;0.545455;0;0.090909;1;7;3000;825929531;171750543;0.1;11;0
1394;C11439;19/11/2019;29/06/2020;2837112414;1;0;0;0;99965503;0;0;0;0.083333;1;0;8000;660781751;803189729;0;12;0
1395;C11440;19/11/2019;19/10/2020;931047119;1;494;444;50;0;0.333333;0.25;0.083333;0;0;7;4000;415139393;354783499;0;12;0
1396;C11441;19/11/2019;14/09/2020;438753147;1;1252.1;1057.1;195;0;1;1;0.416667;0;0;21;6500;867534492;172363941;0;12;0
1397;C11442;19/11/2019;11/10/2020;364398745;1;1087.66;561.06;526.6;0;0.916667;0.583333;0.833333;0;0;22;3000;763738703;189953723;0;12;0
1398;C11443;19/11/2019;9/10/2020;2135365916;1;0;0;0;1884671403;0;0;0;0.166667;3;0;3000;565655851;659678948;0;12;0
1399;C11444;19/11/2019;15/08/2020;27164388;1;554.35;464.63;89.72;0;1;1;0.166667;0;0;16;3000;446722613;145306865;0.272727;12;0
1400;C11445;19/11/2019;11/09/2020;468693449;1;4930.68;4012;918.68;0;1;0.416667;1;0;0;40;12000;4552742211;217937998;0.833333;12;0
1401;C11446;19/11/2019;24/10/2020;1080956258;1;386.78;386.78;0;2208470306;0.333333;0.333333;0;0.333333;7;7;2600;3078374295;402102876;0.090909;12;0
1402;C11447;19/11/2019;12/06/2020;284947477;1;574.92;0;574.92;0;1;0;1;0;0;12;2500;3909150905;50927993;0;12;0
1403;C11448;19/11/2019;13/08/2020;584287125;0.818182;0;0;0;918151142;0;0;0;0.083333;2;0;1000;1029191073;277371035;0.125;12;0
1404;C11449;19/11/2019;13/09/2020;3304829014;1;2577.7;2577.7;0;0;0.583333;0.583333;0;0;0;23;5000;1411392046;770484199;0;12;0
1405;C11450;19/11/2019;18/08/2020;39665224;1;265.92;0;265.92;0;0.916667;0;0.916667;0;0;11;2000;295676965;136234257;0.363636;12;0
1406;C11451;19/11/2019;8/10/2020;83279708;0.545455;899.73;899.73;0;0;0.333333;0.333333;0;0;0;5;8000;1846833247;136934288;1;12;0
1407;C11452;19/11/2019;10/08/2020;227636073;1;3050.64;1070.12;1980.52;0;1;0.666667;0.916667;0;0;46;8000;2597767395;168621828;0.363636;12;0
1408;C11453;19/11/2019;4/07/2020;928666372;1;0;0;0;1148992175;0;0;0;0.5;6;0;1000;1374841601;392678144;0;12;0
1409;C11454;19/11/2019;23/09/2020;57764354;0.545455;454.2;0;454.2;0;0.5;0;0.416667;0;0;15;10500;712993271;164374194;0.25;12;0
1410;C11455;19/11/2019;12/07/2020;116626679;1;533.99;178.8;355.19;0;0.916667;0.5;0.666667;0;0;32;4000;606890738;169514793;0;12;0
1411;C11456;19/11/2019;14/06/2020;8787333948;1;0;0;0;7446549595;0;0;0;0.166667;2;0;12000;1919111579;3017638941;0;12;0
1412;C11457;19/11/2019;17/08/2020;400732326;1;3333.95;1317.01;2016.94;513286838;1;0.5;1;0.083333;2;91;6000;6967667428;2158446633;0;12;0
1413;C11458;19/11/2019;4/06/2020;972665818;1;10549.19;9180.41;1368.78;0;1;1;1;0;0;248;9000;1011418854;209881639;1;12;0
1414;C11459;19/11/2019;30/07/2020;697525591;1;462.38;45.65;416.73;3453272;0.5;0.083333;0.5;0.083333;1;12;1000;134938594;376703445;0;12;0
1415;C11460;19/11/2019;29/10/2020;4279153917;1;1006.17;1006.17;0;0;0.3;0.3;0;0;0;9;7500;836921157;92073478;0;10;0
1416;C11461;19/11/2019;15/05/2020;920922411;1;1227.93;459.55;768.38;0;0.916667;0.166667;0.916667;0;0;15;8500;221982375;224328091;0;12;0
1417;C11463;19/11/2019;10/05/2020;3308148118;1;3767.75;160;3607.75;2567221138;0.916667;0.083333;0.833333;0.083333;4;84;3000;3396558042;4540641433;0;12;0
1418;C11464;19/11/2019;18/08/2020;19945714;0.272727;170;170;0;0;0.083333;0.083333;0;0;0;1;6500;734613034;166057617;1;12;0
1419;C11466;19/11/2019;20/10/2020;86898325;0.818182;1104.65;1104.65;0;1180074937;0.416667;0.416667;0;0.166667;2;8;1800;1962562543;579554418;0;12;0
1420;C11467;19/11/2019;7/07/2020;0.001214;0.181818;0;0;0;39610415;0;0;0;0.083333;1;0;7500;231081616;0.117036;0;12;0
1421;C11468;19/11/2019;3/05/2020;311357;0.818182;2283.07;2283.07;0;0;0.666667;0.666667;0;0;0;18;9000;2395548466;178054329;1;12;0
1422;C11469;19/11/2019;2/09/2020;21986298;0.454545;568.78;208.78;360;0;0.416667;0.083333;0.333333;0;0;10;3800;1448573986;83666499;0;12;0
1423;C11470;19/11/2019;1/11/2020;1245890862;1;5380.3;3976.99;1403.31;0;0.833333;0.5;0.75;0;0;32;4500;6133623121;442215058;0.1;12;0
1424;C11471;19/11/2019;21/06/2020;867444685;1;8751.49;6206.99;2544.5;0;1;1;0.666667;0;0;63;4000;8622953253;209975643;1;12;0
1425;C11472;19/11/2019;27/07/2020;8625355309;1;1945.95;0;1945.95;8004403258;0.833333;0;0.833333;0.5;15;50;12000;3732923009;3577000998;0;12;0
1426;C11473;19/11/2019;23/07/2020;31973194;0.545455;94.53;94.53;0;0;0.083333;0.083333;0;0;0;2;2100;114614967;140169606;0;12;0
1427;C11474;19/11/2019;7/11/2020;112973151;1;0;0;0;152483846;0;0;0;0.083333;1;0;6000;552938783;207920808;0;12;0
1428;C11475;19/11/2019;16/08/2020;1337162883;1;4544.48;2384.44;2160.04;0;0.75;0.083333;0.666667;0;0;25;7500;339495009;380300298;0.083333;12;0
1429;C11476;20/11/2019;27/08/2020;1738553751;1;0;0;0;90195376;0;0;0;0.166667;3;0;1800;44033622;581499966;0;12;0
1430;C11477;20/11/2019;7/08/2020;449556041;0.454545;143;143;0;1135028534;0.083333;0.083333;0;0.25;4;2;5000;4723998143;351230553;0;12;0
1431;C11478;20/11/2019;16/06/2020;1227548135;1;322;0;322;0;0.583333;0;0.583333;0;0;13;1000;13336143;9285151136;0;12;0
1432;C11479;20/11/2019;17/05/2020;48213487;1;403.1;403.1;0;0;0.666667;0.666667;0;0;0;8;7000;341196389;158741704;0.666667;12;0
1433;C11480;20/11/2019;1/10/2020;58949864;1;2074.57;998.17;1076.4;0;0.916667;0.583333;0.5;0;0;25;6000;1694490864;138951551;0.333333;12;0
1434;C11481;20/11/2019;11/09/2020;1367479599;0.818182;12375;0;12375;0;0.75;0;0.75;0;0;9;16500;1524611594;295779348;1;12;0
1435;C11482;20/11/2019;21/08/2020;2920392514;1;2673.73;1221.6;1452.13;5573509394;1;0.333333;1;0.5;13;59;15000;3319325665;649154698;0;12;0
1436;C11483;20/11/2019;9/07/2020;6462461789;1;479.98;479.98;0;6700497558;0.083333;0.083333;0;0.25;7;1;10500;2373476104;1834125873;0;12;0
1437;C11484;20/11/2019;22/09/2020;1887119184;1;2450.73;1450.73;1000;0;0.583333;0.166667;0.416667;0;0;13;4200;153431902;61283515;0;12;0
1438;C11485;20/11/2019;17/07/2020;6732184;1;685.15;567.65;117.5;0;1;1;0.416667;0;0;20;9000;526120039;169900038;0.3;12;0
1439;C11486;20/11/2019;20/08/2020;912857498;1;831.03;93;738.03;0;0.571429;0.285714;0.714286;0;0;8;5500;95682798;195497298;0;7;0
1440;C11487;20/11/2019;14/10/2020;961391452;1;3783.25;2991.45;791.8;0;1;0.916667;0.75;0;0;38;11000;1906997697;226703216;0;12;0
1441;C11488;20/11/2019;23/10/2020;145584622;1;592.82;450.49;142.33;433604875;0.75;0.333333;0.5;0.333333;5;15;1500;1226999404;54645889;0;12;0
1442;C11489;20/11/2019;11/09/2020;44687434;0.454545;679;620;59;0;0.333333;0.083333;0.166667;0;0;5;3750;717927436;80817599;0.3;12;0
1443;C11490;20/11/2019;6/10/2020;7103925375;1;220.74;0;220.74;5315271763;0.25;0;0.166667;0.416667;15;3;10500;2070710343;2923119896;0;12;0
1444;C11491;20/11/2019;29/10/2020;2337713483;1;773.7;773.7;0;0;0.833333;0.833333;0;0;0;20;9500;1004760912;578179464;0;12;0
1445;C11492;20/11/2019;1/07/2020;619375758;1;6133.45;5932.61;200.84;0;1;1;0.5;0;0;129;7000;5505517545;182916276;0.833333;12;0
1446;C11493;20/11/2019;25/08/2020;1168007346;1;539;39;500;0;0.545455;0.090909;0.454545;0;0;6;8500;946105536;255864629;0;11;0
1447;C11494;20/11/2019;19/08/2020;556359504;1;1111.12;0;1111.12;0;0.833333;0;0.833333;0;0;10;2500;1248404553;17142994;0;12;0
1448;C11495;20/11/2019;4/10/2020;8151985277;1;25615.07;25122.77;492.3;0;1;1;0.583333;0;0;56;17000;1757520083;2465465414;0.166667;12;1
1449;C11496;20/11/2019;29/10/2020;1198223;0.909091;317.02;149.97;167.05;0;0.916667;0.75;0.666667;0;0;30;6000;304637365;2851825;0;12;0
1450;C11497;20/11/2019;2/05/2020;2492985289;1;74.5;0;74.5;751596843;0.083333;0;0.083333;0.333333;7;1;2500;1577510657;99774591;0;12;0
1451;C11498;20/11/2019;16/08/2020;1143178621;1;0;0;0;8641998958;0;0;0;0.916667;15;0;14500;3967893848;4392097756;0;12;0
1452;C11499;20/11/2019;2/09/2020;4116869029;1;0;0;0;5884641102;0;0;0;0.166667;2;0;10500;7310396611;1401251858;0.1;12;0
1453;C11500;20/11/2019;18/10/2020;1117368286;1;972.38;0;972.38;0;1;0;1;0;0;21;1900;667050505;538835764;0;12;0
1454;C11501;21/11/2019;24/06/2020;570519862;0.909091;942.68;942.68;0;2432714654;0.181818;0.181818;0;0.090909;2;2;9000;1090920512;2007753774;0;11;0
1455;C11502;21/11/2019;13/10/2020;91663778;1;4627.8;2742.39;1885.41;0;1;1;1;0;0;89;16500;6083511913;289474616;0.083333;12;0
1456;C11503;21/11/2019;31/07/2020;63685705;1;690.84;0;690.84;0;1;0;1;0;0;24;2500;676624615;171700116;1;12;0
1457;C11504;21/11/2019;20/08/2020;965605202;1;215;215;0;0;0.25;0.25;0;0;0;3;1000;398080493;718175953;0;12;0
1458;C11505;21/11/2019;4/07/2020;173658581;1;1210;0;1210;0;1;0;0.875;0;0;8;1000;977652258;113492537;0.833333;8;0
1459;C11506;21/11/2019;29/09/2020;4382924;0.272727;130.24;0;152.24;0;0.083333;0;0.083333;0;0;0;14000;2898897388;1092184812;0.5;12;0
1460;C11507;21/11/2019;22/10/2020;1708478796;1;1406.14;993;413.14;0;1;0.416667;0.916667;0;0;27;6500;449234708;57197134;0;12;0
1461;C11508;21/11/2019;20/06/2020;222321892;0.909091;2417.54;1709.14;708.4;0;0.75;0.333333;0.5;0;0;17;8500;2222490788;162999636;1;12;0
1462;C11509;21/11/2019;7/05/2020;465033038;1;247.36;247.36;0;5291769326;0.25;0.25;0;0.166667;9;2;8500;506365178;188551517;0.25;12;0
1463;C11510;21/11/2019;28/07/2020;6138163709;1;0;0;0;7193574138;0;0;0;0.916667;22;0;11500;1337056317;1654077219;0;12;0
1464;C11511;21/11/2019;7/11/2020;668102701;1;4943.92;2300.09;2643.83;0;1;0.916667;1;0;0;52;7000;4869034025;199727571;1;12;0
1465;C11512;21/11/2019;3/11/2020;4146527042;1;178;178;0;764579554;0.083333;0.083333;0;0.333333;4;1;8500;911108606;1571782709;0;12;0
1466;C11513;21/11/2019;26/05/2020;168708958;1;5094.17;4568.17;526;0;1;1;0.416667;0;0;70;8000;3606985963;460572295;0;12;0
1467;C11514;21/11/2019;21/08/2020;1995089853;1;8335.69;7400.85;934.84;0;1;0.818182;0.272727;0;0;69;7000;3348095046;1298363292;0;11;0
1468;C11515;21/11/2019;13/05/2020;1818447016;0.909091;413;333;80;1819479671;0.454545;0.181818;0.272727;0.181818;8;7;2000;757096312;1588275968;0;11;0
1469;C11516;21/11/2019;18/10/2020;33225168;0.909091;655.15;595.42;59.73;109490343;1;1;0.166667;0.083333;1;16;500;736122329;99005409;0.222222;12;0
1470;C11517;21/11/2019;21/07/2020;1060736973;0.636364;0;0;0;2495298926;0;0;0;0.166667;7;0;3000;3812753505;414430882;0.166667;12;0
1471;C11518;21/11/2019;29/06/2020;129613905;0.636364;1083.04;1083.04;0;0;0.333333;0.333333;0;0;0;10;5500;1958462851;87443335;1;12;0
1472;C11519;21/11/2019;9/09/2020;262106758;1;2625.84;2625.84;0;0;1;1;0;0;0;38;4500;2489949174;167452035;1;12;0
1473;C11520;21/11/2019;24/04/2020;27694103;0.444444;474.96;0;474.96;0;0.333333;0;0.222222;0;0;7;7500;611396021;81113509;1;9;0
1474;C11522;21/11/2019;20/09/2020;294381106;1;828;0;828;0;0.6;0;0.5;0;0;6;1000;542108571;203364386;0.125;10;0
1475;C11523;21/11/2019;29/05/2020;1895786893;1;2131.31;510.65;1620.66;0;1;0.666667;0.916667;0;0;29;5500;1095198415;563713408;0;12;0
1476;C11524;21/11/2019;6/09/2020;2550528085;1;0;0;0;3155857852;0;0;0;0.8;17;0;3000;674847656;616794193;0;10;0
1477;C11526;21/11/2019;13/07/2020;2475660894;0.909091;440;440;0;0;0.272727;0.272727;0;0;0;3;10500;511059528;492803429;0;11;0
1478;C11527;21/11/2019;31/07/2020;149919943;1;3245.23;2870.33;374.9;0;1;1;0.833333;0;0;51;8000;2961631164;373675969;0;12;0
1479;C11528;21/11/2019;15/05/2020;3181996689;0.909091;2046.06;1605.62;440.44;565897178;1;0.583333;0.916667;0.083333;2;27;10400;9801637331;1254849545;0;12;0
1480;C11529;21/11/2019;31/08/2020;39761286;0.454545;2858.26;1027.72;1830.54;0;1;0.75;1;0;0;40;7500;3327955123;7120589;0.3;12;0
1481;C11530;21/11/2019;30/09/2020;22794308;0.636364;12;12;0;0;0.083333;0.083333;0;0;0;1;1600;119909635;85190203;0;12;0
1482;C11531;21/11/2019;6/10/2020;211852034;1;0;0;0;4675289021;0;0;0;0.5;8;0;4000;1420257435;503523911;0;12;0
1483;C11532;21/11/2019;31/07/2020;2629928623;1;2830.88;2019.76;811.12;95275458;0.916667;0.916667;0.416667;0.083333;1;62;4500;4889053647;1141960634;0;12;0
1484;C11533;22/11/2019;2/09/2020;1057585071;1;1008.3;1008.3;0;0;0.916667;0.916667;0;0;0;15;1200;1083253347;416746641;0;12;0
1485;C11534;22/11/2019;26/05/2020;180315352;1;1642.26;446.32;1195.94;47031268;1;0.25;0.833333;0.083333;1;24;7000;160927261;177262274;0.916667;12;0
1486;C11536;22/11/2019;17/10/2020;2402800575;1;0;0;0;481288304;0;0;0;0.083333;1;0;7000;3590813278;544904786;0;12;0
1487;C11537;22/11/2019;12/10/2020;324129164;1;1119.56;0;1119.56;4755162871;1;0;0.916667;0.833333;14;13;12500;1441367488;782318388;0;12;0
1488;C11538;22/11/2019;8/11/2020;5868206909;1;911.56;683;228.56;5761320083;0.833333;0.666667;0.75;0.833333;45;45;9000;1068212206;1894826566;0;12;0
1489;C11539;22/11/2019;6/07/2020;937434519;1;1124.88;1085.63;39.25;0;0.416667;0.333333;0.083333;0;0;9;2500;993196174;252572491;0;12;0
1490;C11540;22/11/2019;4/09/2020;4804072481;1;0;0;0;1116128466;0;0;0;0.583333;11;0;5000;1589654582;1456920041;0;12;0
1491;C11541;22/11/2019;17/05/2020;1177125233;1;8190.9;6949.66;1241.24;0;1;0.916667;0.5;0;0;56;5000;7007797351;354703333;0.416667;12;0
1492;C11542;22/11/2019;24/09/2020;4393185874;1;0;0;0;1072550074;0;0;0;0.5;21;0;8000;5943975673;1631426308;0.090909;12;0
1493;C11543;22/11/2019;23/07/2020;169584301;1;317.4;64.9;252.5;215132661;0.25;0.083333;0.25;0.333333;4;5;1800;708699641;1118084153;0;12;0
1494;C11544;22/11/2019;24/10/2020;1830571451;1;737.67;737.67;0;1781484344;0.25;0.25;0;0.416667;13;5;2000;2338783266;838165733;0;12;0
1495;C11545;22/11/2019;13/08/2020;167505508;0.818182;1219;843;376;0;0.75;0.75;0.416667;0;0;21;4500;1989674433;161279514;0.666667;12;0
1496;C11546;22/11/2019;29/08/2020;1075401912;1;150;150;0;0;0.083333;0.083333;0;0;0;1;1200;224135558;443646049;0;12;0
1497;C11547;22/11/2019;7/11/2020;392992722;1;508.32;0;508.32;0;1;0;1;0;0;36;1500;168998137;199547052;0;12;0
1498;C11548;22/11/2019;19/10/2020;136743106;1;1466.05;1344.79;121.26;0;1;1;0.5;0;0;21;6000;1519011448;191955443;1;12;0
1499;C11549;22/11/2019;21/08/2020;2619752921;1;3563.07;2675.63;887.44;0;0.916667;0.666667;0.666667;0;0;69;4500;1227952887;688645056;0;12;0
1500;C11550;22/11/2019;11/10/2020;432385707;1;2171.86;1048.28;1123.58;13867751;0.833333;0.416667;0.416667;0.083333;1;20;1200;1980281176;195203093;0;12;0
1501;C11551;22/11/2019;3/07/2020;4392146;0.181818;47.96;0;47.96;0;0.166667;0;0.166667;0;0;4;3000;25020211;87580114;0;12;0
1502;C11552;22/11/2019;30/08/2020;109681353;1;2118.66;0;2118.66;0;0.916667;0;0.916667;0;0;17;3000;2272075479;153071572;1;12;0
1503;C11553;22/11/2019;25/05/2020;632679411;1;1363.79;800;563.79;0;0.75;0.083333;0.666667;0;0;16;6000;2432980638;219177144;0;12;0
1504;C11554;22/11/2019;12/07/2020;3145204423;1;3613.83;2752.76;861.07;0;1;0.416667;0.5;0;0;19;5700;1241075833;1015020218;0;12;0
1505;C11555;22/11/2019;14/08/2020;592582931;1;0;0;0;468344852;0;0;0;0.166667;2;0;6500;1402586222;2083396706;0;12;0
1506;C11556;22/11/2019;15/09/2020;5227616927;1;0;0;0;3819594336;0;0;0;1;27;0;5200;4995602345;5363753233;0;12;0
1507;C11557;22/11/2019;5/07/2020;3019914063;1;0;0;0;397601082;0;0;0;0.181818;2;0;3300;626302973;954804381;0;11;0
1508;C11558;22/11/2019;20/06/2020;26485924;1;256.44;0;256.44;0;0.666667;0;0.666667;0;0;12;1500;235328971;162324595;0.166667;12;0
1509;C11559;22/11/2019;29/09/2020;950717606;0.909091;0;0;0;1304763283;0;0;0;0.166667;3;0;1500;1441710359;263781591;0;12;0
1510;C11560;22/11/2019;30/07/2020;75012641;0.545455;480.02;480.02;0;0;0.083333;0.083333;0;0;0;1;1950;485738057;86502541;0;12;0
1511;C11561;22/11/2019;22/08/2020;3156418686;1;3471.99;2447.99;1024;1037733925;1;0.833333;1;0.166667;2;57;4000;2482014766;813370825;0;12;0
1512;C11562;22/11/2019;14/06/2020;1229938869;1;699.96;412.47;287.49;0;0.333333;0.166667;0.166667;0;0;9;2250;1333446631;240345071;0;12;0
1513;C11563;23/11/2019;25/10/2020;158941431;1;118.79;118.79;0;2176940929;0.416667;0.416667;0;0.166667;5;5;4000;34953025;487369259;0;12;0
1514;C11564;23/11/2019;15/10/2020;1106557102;1;1342.86;1149.91;192.95;3249314496;0.333333;0.25;0.083333;0.25;4;13;6500;4421574277;265127884;0;12;0
1515;C11565;23/11/2019;18/08/2020;588795215;0.636364;4116;0;4116;0;0.5;0;0.5;0;0;12;21500;8130112361;224763498;1;12;0
1516;C11566;23/11/2019;18/07/2020;4627588589;1;1774.46;1774.46;0;0;0.583333;0.583333;0;0;0;12;5200;864174924;2154424137;0;12;0
1517;C11567;23/11/2019;9/05/2020;2766561266;1;1469.05;1469.05;0;1585242991;0.333333;0.333333;0;0.166667;2;29;3000;591132016;1196391741;0;12;0
1518;C11568;23/11/2019;8/11/2020;5363715074;1;118.41;118.41;0;4344905863;0.083333;0.083333;0;0.333333;6;1;7000;196592346;1870760877;0;12;0
1519;C11569;23/11/2019;30/05/2020;2963244696;0.777778;0;0;0;571347546;0;0;0;0.444444;15;0;7000;6310629888;839474205;0.142857;9;0
1520;C11570;23/11/2019;30/09/2020;21184382;0.636364;2176.55;1043.31;1133.24;0;0.583333;0.5;0.5;0;0;45;8000;1826642642;166132353;0.285714;12;0
1521;C11571;23/11/2019;30/07/2020;903031624;1;494.7;0;494.7;1111.69;0.833333;0;0.833333;0.166667;6;10;1000;2210461973;87912421;0;12;0
1522;C11572;23/11/2019;6/10/2020;793713659;1;1307;1307;0;0;0.166667;0.166667;0;0;0;1;3000;153310785;115667981;0;6;0
1523;C11573;23/11/2019;15/09/2020;8281348085;1;4231.12;3101.11;1130.01;0;1;1;0.583333;0;0;43;10500;2856165405;2046341231;0;12;0
1524;C11574;23/11/2019;25/08/2020;100904785;1;1281.44;1202.44;79;0;1;1;0.166667;0;0;31;12000;1271161266;184798996;0.916667;12;0
1525;C11575;23/11/2019;7/11/2020;140741786;1;1547.68;1459.59;88.09;0;1;1;0.416667;0;0;27;7500;1157317558;151597832;0.875;12;0
1526;C11576;23/11/2019;25/05/2020;3947749703;0.5;525.65;525.65;0;7714493122;0.333333;0.333333;0;0.166667;1;7;10000;918584591;1266340755;0;6;0
1527;C11577;23/11/2019;19/09/2020;1981929376;1;145.8;0;145.8;0;0.833333;0;0.75;0;0;10;6000;2803926679;467477726;0.083333;12;0
1528;C11578;23/11/2019;17/09/2020;975946428;1;1572.42;783.03;789.39;1910395479;1;0.583333;1;0.416667;11;34;1700;4024595117;559828935;0.166667;12;0
1529;C11579;23/11/2019;14/09/2020;2807729258;1;0;0;0;109708511;0;0;0;0.166667;2;0;3000;616424424;98564549;0;12;0
1530;C11580;23/11/2019;28/04/2020;2613123168;1;0;0;0;609316112;0;0;0;0.166667;3;0;3000;592143167;1404749726;0;12;0
1531;C11581;23/11/2019;13/05/2020;6576315;0.272727;74.49;0;74.49;0;0.25;0;0.166667;0;0;3;4000;4519561;42397448;0.166667;12;0
1532;C11582;23/11/2019;22/08/2020;778475416;1;353.52;158;195.52;1183478018;0.666667;0.083333;0.583333;0.416667;9;10;1500;219322142;278916478;0;12;0
1533;C11583;23/11/2019;29/08/2020;717030572;1;3109.28;2724.52;384.76;2560207055;1;1;0.833333;0.5;7;48;9500;2055673322;1961161822;0;12;0
1534;C11585;23/11/2019;9/05/2020;1579158781;1;4175.25;2095.35;2079.9;0;1;0.166667;0.916667;0;0;50;8000;1980952607;40675838;0;12;0
1535;C11586;23/11/2019;11/05/2020;131459201;1;705.84;0;705.84;0;0.916667;0;0.916667;0;0;11;13500;669589;208164096;0.454545;12;0
1536;C11587;23/11/2019;28/07/2020;1764520491;0.909091;100;100;0;440715034;0.083333;0.083333;0;0.083333;1;1;3000;3815758864;466396201;0.125;12;0
1537;C11588;23/11/2019;18/06/2020;1787535327;1;0;0;0;5566777503;0;0;0;0.25;8;0;7500;4592708912;461680587;0;12;0
1538;C11589;23/11/2019;19/09/2020;2769640442;1;738.06;738.06;0;1273269924;0.5;0.5;0;0.333333;5;8;4500;74045306;701288299;0;12;0
1539;C11590;23/11/2019;1/10/2020;0;0;88.62;0;88.62;0;0.583333;0;0.5;0;0;7;3500;58761299;;0;12;0
1540;C11591;23/11/2019;19/10/2020;774709467;1;462;0;462;864137815;1;0;1;0.166667;2;24;6000;703328852;229278664;0;12;0
1541;C11592;23/11/2019;6/10/2020;4533066139;1;0;0;0;256722556;0;0;0;0.083333;1;0;8000;158874192;1347262562;0;12;0
1542;C11593;23/11/2019;9/09/2020;3044194951;1;934.21;112;822.21;75711826;0.75;0.083333;0.666667;0.166667;2;38;3000;1268702405;2050327011;0;12;0
1543;C11594;23/11/2019;29/06/2020;1101085631;1;0;0;0;164836712;0;0;0;0.166667;2;0;1200;270956427;345479341;0;12;0
1544;C11595;23/11/2019;10/08/2020;18218714;0.272727;89;0;89;0;0.083333;0;0.083333;0;0;1;4000;1095921001;173068884;1;12;0
1545;C11596;23/11/2019;19/06/2020;7472301;0.181818;80;0;80;0;0.166667;0;0.083333;0;0;2;3000;168885534;58643303;0.090909;12;0
1546;C11597;23/11/2019;21/10/2020;1258079397;1;1242.46;778.61;463.85;1145724422;1;0.5;1;0.416667;8;33;4500;3169465442;299254363;0.083333;12;0
1547;C11598;23/11/2019;10/07/2020;497787017;1;114.54;114.54;0;1573646488;0.083333;0.083333;0;0.166667;2;1;1000;206033172;220633128;0.166667;12;0
1548;C11599;23/11/2019;21/09/2020;87675693;1;0;0;0;4582065405;0;0;0;0.25;10;0;9000;1824244866;2259461833;0;12;0
1549;C11600;24/11/2019;3/11/2020;843357393;1;45;45;0;0;0.083333;0.083333;0;0;0;1;2000;304408605;312893487;0;12;0
1550;C11601;24/11/2019;7/07/2020;1080667451;1;3895.67;697.85;3197.82;135404437;1;0.416667;1;0.166667;3;49;6500;2571280305;314038049;0.166667;12;0
1551;C11602;24/11/2019;23/04/2020;2945285382;1;185.98;55;130.98;0;0.416667;0.083333;0.333333;0;0;9;3000;100997564;110279511;0;12;0
1552;C11603;24/11/2019;26/07/2020;3608548972;0.9;1664.02;1620.6;43.42;;0.5;0.5;0.1;0.3;5;15;5000;1043772722;1488313908;0;10;0
1553;C11604;24/11/2019;21/07/2020;1209733106;1;1298.56;169.9;1128.66;0;1;0.083333;1;0;0;47;1200;1558812198;1543178369;0;12;0
1554;C11605;24/11/2019;15/07/2020;21664126;1;271.86;30;241.86;0;1;0.083333;0.916667;0;0;12;4000;263919053;144825209;0.777778;12;0
1555;C11606;24/11/2019;13/10/2020;27832009;1;366.6;0;366.6;0;1;0;1;0;0;12;5000;364834065;82215933;0.25;12;0
1556;C11607;24/11/2019;10/05/2020;1247384513;1;405.5;138.5;267;0;0.5;0.166667;0.416667;0;0;12;6500;1131607754;291293418;0;12;0
